sq_mt_built,n_rooms,n_bathrooms,floor,rent_price,house_type_id,is_new_development,has_ac,has_fitted_wardrobes,has_lift,is_exterior,has_garden,has_pool,has_terrace,has_balcony,has_storage_room,is_accessible,has_green_zones,has_parking,District_code
71.0,2,1,3,705,1,False,True,True,False,True,False,False,True,False,True,False,False,False,7
50.0,1,1,10,773,1,False,True,False,True,True,False,False,False,False,False,False,False,True,7
74.0,3,1,5,725,1,False,False,True,False,True,False,False,True,False,False,False,False,False,7
79.0,3,1,1,847,1,False,False,True,False,True,False,False,True,False,False,False,False,False,7
50.0,1,1,10,773,1,False,True,True,True,True,False,False,False,False,True,False,False,True,7
55.0,1,1,10,762,1,False,True,True,True,True,False,False,False,False,True,False,False,True,7
83.0,3,1,3,1006,1,False,True,True,True,True,False,False,False,False,False,True,True,False,7
173.0,4,3,6,1496,2,False,True,True,True,True,False,True,True,False,False,False,True,True,7
57.0,2,1,10,625,1,False,False,False,False,True,False,False,False,False,False,False,True,False,7
62.0,3,1,2,813,1,False,False,False,True,True,False,False,False,False,False,False,False,False,7
73.0,2,1,10,751,1,False,True,True,False,True,False,False,True,False,False,False,False,False,7
82.0,3,1,10,884,1,False,False,True,False,False,False,False,False,False,True,False,False,False,7
161.0,3,3,1,1341,2,False,True,True,True,True,False,True,False,False,False,False,False,False,7
145.0,3,2,11,2129,1,True,False,False,True,True,False,True,True,False,True,False,False,True,7
116.0,4,2,11,1843,1,True,False,False,True,True,False,True,True,False,True,False,False,True,7
179.0,4,3,3,2512,1,False,True,True,True,True,False,True,False,False,False,True,True,True,7
60.0,1,1,10,678,1,False,False,False,False,True,False,False,False,False,False,True,False,False,7
145.0,4,2,8,1758,1,False,False,True,True,True,False,True,True,False,False,True,True,True,7
55.0,2,1,1,1038,1,False,True,True,False,True,False,False,True,False,False,False,True,False,7
194.0,5,4,2,2438,1,True,False,False,True,True,False,True,False,False,False,False,False,False,7
194.0,4,3,4,2458,1,True,False,False,True,True,False,True,False,False,False,False,False,False,7
169.0,3,3,10,2378,1,True,False,False,True,True,False,True,False,False,False,False,False,False,7
158.0,3,3,1,2182,1,True,False,False,True,True,False,True,False,False,False,False,False,False,7
74.0,3,1,2,910,1,False,False,False,True,True,False,False,True,False,False,False,False,False,7
404.0,5,4,4,1113,1,False,False,True,True,True,False,True,True,False,True,False,True,True,7
59.0,2,1,5,503,1,False,False,False,False,True,False,False,True,True,False,False,False,False,7
150.0,4,3,1,2070,1,False,True,True,True,True,False,True,True,True,True,True,True,True,7
113.0,3,2,1,1346,1,False,True,True,True,True,False,True,False,False,False,False,True,True,7
112.0,3,2,3,1416,1,False,True,True,True,True,False,False,True,False,False,False,False,False,7
70.0,3,1,1,1024,1,False,True,True,True,True,False,False,True,False,False,False,True,False,7
267.0,4,3,3,2300,3,False,True,True,True,True,False,True,False,False,True,False,True,True,7
134.0,4,2,8,1599,1,False,True,True,True,True,False,False,True,False,False,False,False,True,7
54.0,3,1,2,728,1,False,False,False,False,True,False,False,False,False,False,False,False,False,7
120.0,3,2,3,1587,1,False,False,True,True,True,False,True,True,False,True,False,True,True,7
120.0,4,1,3,1323,1,False,True,True,True,True,False,False,False,False,False,True,False,False,7
83.0,1,1,4,1238,1,False,True,True,True,True,False,False,False,False,True,False,False,True,7
173.0,4,2,1,2012,1,False,True,True,True,True,False,True,False,False,True,False,True,True,7
61.0,2,1,4,851,1,False,False,False,False,True,False,False,False,True,False,False,False,False,7
158.0,4,2,9,1966,3,False,True,True,True,True,False,True,False,False,True,False,True,True,7
84.0,2,1,2,1346,1,False,False,True,True,True,False,True,False,False,True,False,True,True,7
47.0,1,1,7,1204,1,False,False,False,True,True,False,True,False,False,False,False,True,True,7
292.0,6,3,4,94,1,False,True,True,True,True,False,True,True,False,True,True,False,True,7
194.0,4,4,10,2515,1,False,True,True,True,True,False,False,False,False,True,False,True,True,7
326.0,5,5,4,2070,2,False,True,True,True,True,False,True,True,False,True,False,True,True,7
291.0,4,4,3,2165,1,False,True,True,True,True,False,True,True,False,True,False,True,True,7
177.0,3,3,3,1885,1,False,True,True,True,True,False,True,False,False,True,False,True,False,7
79.0,3,1,1,833,1,False,False,True,True,True,False,False,False,True,False,False,False,False,7
83.0,2,2,10,846,1,False,True,True,True,True,False,True,True,False,False,True,True,False,7
156.0,4,1,1,1122,1,False,True,True,False,True,False,False,True,False,False,False,False,False,7
106.0,3,2,7,1174,1,False,False,True,True,True,False,False,True,False,False,False,False,False,7
80.0,4,1,5,1187,1,False,True,True,True,True,False,False,False,False,False,True,True,False,7
76.0,2,2,1,1508,1,False,True,True,True,True,False,False,False,False,True,False,False,True,7
134.0,4,2,1,1825,1,False,False,True,True,True,False,True,False,False,True,False,True,True,7
128.0,3,2,2,2440,3,True,False,False,True,True,False,True,True,False,True,False,True,True,7
148.0,3,3,3,2117,2,False,True,True,True,True,False,True,False,False,True,False,True,False,7
100.0,3,2,1,1781,1,False,True,True,True,True,False,True,False,False,False,False,True,True,7
70.0,2,1,3,1000,1,False,False,False,True,True,False,False,True,False,False,False,False,False,7
178.0,4,3,10,1824,1,False,True,True,False,True,False,False,False,False,True,False,False,False,7
74.0,3,1,4,1108,1,False,True,True,True,True,False,False,False,False,False,False,False,False,7
247.0,4,4,11,2514,4,False,True,False,False,False,False,True,True,False,False,False,False,True,7
144.0,4,2,8,1758,1,False,False,True,True,True,False,True,True,True,False,True,True,True,7
240.0,5,4,8,1536,2,False,True,True,True,True,False,True,False,False,True,False,True,True,7
220.0,3,3,1,2452,1,False,False,True,True,True,False,True,True,False,True,False,True,True,7
42.0,1,1,5,1038,1,False,True,True,True,True,False,True,False,False,True,True,False,True,7
143.0,3,3,10,2208,1,True,False,False,True,True,False,True,False,False,True,False,True,True,7
345.0,5,4,2,94,1,False,True,True,True,True,False,True,True,True,True,True,True,True,7
62.0,3,1,2,742,1,False,False,False,False,True,False,False,True,True,False,False,False,False,7
160.0,3,2,11,2417,3,True,False,False,True,True,False,False,True,False,False,False,False,False,7
81.0,2,1,1,1031,1,True,False,False,True,True,False,False,False,False,True,False,True,False,7
118.0,3,2,1,1187,1,False,True,False,True,True,False,False,True,False,True,True,False,False,7
152.0,2,2,8,2012,1,False,True,True,True,True,False,True,False,False,True,False,True,True,7
221.0,4,3,2,2457,1,False,True,True,True,True,False,True,True,False,False,True,True,True,7
85.0,2,2,1,1185,1,True,False,True,True,True,False,False,False,True,True,False,False,False,7
83.0,2,2,2,1153,1,True,False,True,True,True,False,False,True,False,True,False,False,False,7
83.0,2,2,1,1140,1,True,False,True,True,True,False,False,True,False,True,False,False,False,7
82.0,2,2,10,1123,1,True,False,True,True,True,False,False,True,False,True,False,False,False,7
77.0,2,2,4,1152,1,True,False,True,True,True,False,False,True,False,True,False,False,False,7
83.0,2,2,4,1222,1,True,False,True,True,True,False,False,True,False,True,False,False,False,7
81.0,2,2,1,1144,1,True,False,True,True,True,False,False,False,False,True,False,False,False,7
83.0,2,2,3,1166,1,True,False,True,True,True,False,False,True,False,True,False,False,False,7
77.0,2,2,1,1083,1,True,False,True,True,True,False,False,True,False,True,False,False,False,7
85.0,2,2,2,1197,1,True,False,True,True,True,False,False,False,True,True,False,False,False,7
77.0,2,2,2,1094,1,True,False,True,True,True,False,False,True,False,True,False,False,False,7
77.0,2,2,3,1106,1,True,False,True,True,True,False,False,True,False,True,False,False,False,7
87.0,3,1,5,878,1,False,True,False,True,True,False,False,True,False,False,False,False,False,7
184.0,3,2,10,1724,1,False,False,True,True,True,False,True,True,False,False,False,True,True,7
208.0,3,3,1,2452,1,False,False,False,True,True,False,True,True,False,True,False,True,True,7
73.0,3,1,2,728,1,False,False,True,False,True,False,False,True,False,False,False,False,False,7
40.0,1,1,10,378,1,False,False,False,False,True,False,False,False,False,False,False,False,False,7
82.0,2,2,4,994,1,False,True,False,False,False,False,False,False,True,False,False,False,False,7
138.0,3,2,2,1505,1,False,True,True,True,True,False,True,False,False,True,False,False,True,7
170.0,4,3,4,2153,1,False,False,True,True,True,False,True,True,False,False,False,True,False,7
75.0,3,1,3,933,1,False,True,False,False,True,False,False,False,False,False,False,False,False,7
141.0,3,2,2,1735,1,False,True,True,True,True,False,False,False,False,False,True,False,True,7
75.0,2,1,2,1009,1,False,True,True,True,True,False,False,False,False,False,False,False,False,7
56.0,3,1,2,736,1,False,True,False,False,True,False,False,False,False,False,False,False,False,7
75.0,2,1,2,1086,1,False,True,True,False,True,False,False,True,False,False,False,False,False,7
100.0,3,2,2,1368,1,False,True,True,True,True,False,False,True,False,False,True,False,False,7
99.0,2,2,6,1342,1,True,False,True,True,True,False,False,True,False,False,False,False,False,7
80.0,2,2,5,1122,1,True,False,True,True,True,False,False,False,False,False,False,False,False,7
85.0,2,2,5,1169,1,True,False,True,True,True,False,False,False,False,False,False,False,False,7
80.0,2,2,4,1299,1,True,False,True,True,True,False,False,True,False,False,False,False,False,7
85.0,2,2,4,1156,1,True,False,True,True,True,False,False,False,False,False,False,False,False,7
91.0,2,2,3,1195,1,True,False,True,True,True,False,False,False,False,False,False,False,False,7
105.0,3,2,2,1294,1,True,False,True,True,True,False,False,False,False,False,False,False,False,7
87.0,2,2,2,1172,1,True,False,True,True,True,False,False,False,False,False,False,False,False,7
105.0,3,2,1,1275,1,True,False,True,True,True,False,False,False,False,False,False,False,False,7
89.0,2,2,1,1156,1,True,False,True,True,True,False,False,False,False,False,False,False,False,7
85.0,2,2,1,1116,1,True,False,True,True,True,False,False,True,False,False,False,False,False,7
79.0,3,1,1,1038,1,False,True,True,True,False,False,False,True,True,True,True,False,False,7
51.0,2,1,1,780,1,False,True,False,True,True,False,False,True,False,False,False,False,False,7
292.0,6,3,4,94,1,False,False,True,True,True,False,True,True,False,True,False,True,True,7
65.0,1,1,11,617,1,False,False,True,True,False,False,False,True,False,False,False,False,False,7
48.0,1,1,10,1200,1,False,False,True,True,True,False,True,False,False,False,True,True,True,7
170.0,4,2,1,1250,1,False,True,True,False,True,False,False,True,False,True,False,False,False,7
56.0,2,1,1,705,1,False,False,True,False,True,False,False,False,False,False,False,False,False,7
68.0,2,2,10,604,1,False,True,True,False,True,False,False,False,False,False,True,False,False,7
65.0,1,1,2,1266,1,False,True,True,True,True,False,True,False,False,True,False,True,True,7
65.0,1,1,10,1308,1,False,True,True,True,True,False,True,True,False,True,False,True,True,7
145.0,3,3,4,1735,1,False,False,True,True,True,False,True,False,False,True,False,True,False,7
127.0,3,2,1,1642,1,False,True,True,True,True,False,True,False,False,True,False,True,True,7
145.0,4,3,1,1931,1,False,False,True,True,True,False,True,True,False,False,False,True,True,7
91.0,3,2,8,1187,1,False,False,True,True,True,False,False,False,False,True,True,False,False,7
73.0,4,1,1,878,1,False,False,True,True,False,False,False,False,False,False,False,False,False,7
138.0,4,2,3,1719,1,False,True,True,True,True,False,True,False,False,True,True,False,True,7
70.0,3,1,10,725,1,False,False,True,False,False,False,False,False,False,False,False,False,False,7
90.0,3,1,1,1061,1,False,False,True,False,True,False,False,True,False,True,False,True,False,7
105.0,3,2,1,1370,1,False,True,True,False,True,False,True,True,True,True,True,True,True,7
251.0,2,2,1,1587,1,False,True,True,True,True,False,False,False,False,False,False,False,False,7
85.0,2,1,10,1122,1,False,True,True,False,True,False,False,False,False,True,True,False,False,7
133.0,4,2,8,1598,1,False,True,True,True,True,False,False,False,False,False,True,True,False,7
155.0,3,2,1,2012,1,False,False,False,True,True,False,True,True,False,False,False,True,False,7
410.0,5,4,1,1536,3,False,True,True,True,True,False,True,True,True,True,True,True,True,7
149.0,3,2,8,1966,3,False,True,True,True,True,False,True,True,True,True,True,True,True,7
70.0,2,1,10,833,1,False,True,True,True,True,False,False,False,False,False,True,True,False,7
72.0,4,1,10,744,1,False,False,False,False,True,False,False,True,False,False,False,False,False,7
80.0,3,1,2,868,1,False,False,False,False,True,False,False,True,False,False,False,False,False,7
70.0,3,1,4,847,1,False,True,True,True,True,False,False,True,False,False,True,False,False,7
85.0,3,1,1,1067,1,False,True,True,True,True,False,False,False,False,False,False,False,False,7
92.0,3,1,1,833,1,False,False,True,False,True,False,False,True,False,False,False,False,False,7
148.0,4,3,1,1850,1,False,True,True,True,True,False,False,True,True,False,True,True,True,7
118.0,3,2,1,976,1,False,True,True,False,True,False,False,True,True,True,False,False,False,7
88.0,3,2,3,868,1,False,True,True,False,True,False,False,False,False,False,False,False,False,7
109.0,4,2,5,1108,1,False,True,False,True,True,False,False,True,False,False,True,False,False,7
57.0,2,1,2,813,1,False,False,False,True,True,False,False,False,False,False,False,False,False,7
130.0,4,3,9,2058,1,False,False,False,True,False,False,False,True,False,True,False,False,True,7
254.0,5,4,3,1536,1,False,False,True,True,True,False,True,False,False,True,False,True,True,7
77.0,2,1,1,702,1,False,False,False,False,False,False,False,True,False,True,False,False,False,7
66.0,2,1,5,827,1,False,False,False,True,True,False,False,True,False,False,False,False,False,7
72.0,3,1,2,874,1,False,True,True,False,True,False,False,True,False,False,False,False,False,7
78.0,3,1,1,851,1,False,False,False,True,True,False,False,True,False,True,False,False,False,7
74.0,2,1,10,947,1,False,False,True,False,False,False,False,True,False,True,False,False,False,7
76.0,3,1,5,933,1,False,False,True,True,True,False,False,True,False,False,False,False,False,7
62.0,2,1,1,1148,1,False,True,True,False,True,False,False,True,False,False,False,False,False,7
75.0,3,1,4,1038,1,False,True,True,True,True,False,False,False,False,False,True,False,False,7
84.0,3,1,4,1092,1,False,False,False,True,True,False,False,False,False,False,False,False,True,7
71.0,3,1,6,933,1,False,True,True,True,True,False,False,True,False,False,True,False,False,7
50.0,2,1,4,816,1,False,True,True,False,True,False,False,True,False,True,False,False,False,7
200.0,4,2,1,2480,1,False,False,False,False,True,False,False,False,False,True,False,False,True,7
70.0,2,3,1,973,1,False,True,True,False,True,False,False,False,False,False,False,False,False,7
72.0,2,1,3,979,1,False,False,False,False,True,False,False,True,False,False,False,False,False,7
45.0,2,1,10,686,1,False,True,True,False,True,False,False,False,False,False,False,False,False,7
67.0,2,1,2,847,1,False,False,True,True,True,False,False,True,False,False,True,False,False,7
78.0,2,1,3,758,1,False,True,True,False,True,False,False,True,False,False,False,False,False,7
250.0,5,4,7,2514,1,False,True,True,True,True,False,True,True,True,True,False,True,False,7
400.0,4,4,11,2452,4,False,False,False,False,False,True,True,True,False,True,True,False,True,7
181.0,5,3,1,1890,1,False,True,True,True,True,False,True,True,False,True,True,True,False,7
142.0,4,2,7,2126,1,False,True,True,True,True,False,True,True,True,False,True,True,True,7
64.0,1,1,7,1120,1,False,True,True,True,True,False,True,False,False,True,False,True,True,7
80.0,3,2,1,997,1,False,True,True,True,True,False,False,False,False,False,True,False,True,7
65.0,2,1,3,1088,1,False,False,True,True,True,False,True,True,True,False,False,True,False,7
110.0,1,1,10,964,1,False,False,False,False,True,False,False,False,False,False,False,False,False,7
58.0,2,1,2,798,1,False,False,False,True,False,False,False,True,False,False,True,False,False,7
60.0,2,1,11,743,1,False,False,False,False,True,False,False,False,False,False,False,False,False,7
154.0,3,2,1,1747,1,False,True,True,True,True,False,False,True,False,False,False,False,True,7
102.0,3,2,3,1519,1,False,True,True,True,True,False,False,True,False,False,False,False,False,7
70.0,2,2,1,973,1,False,False,False,False,True,False,False,False,False,False,False,False,False,7
154.0,4,2,1,1642,1,False,True,True,True,True,False,False,True,False,False,False,False,True,7
81.0,4,1,2,813,1,False,False,False,False,True,False,False,False,False,False,False,False,False,7
47.0,2,1,2,725,1,False,False,False,False,True,False,False,False,False,False,False,True,False,7
77.0,2,2,1,1320,1,False,False,True,True,True,False,True,False,False,False,True,True,False,7
123.0,4,1,2,1213,1,False,True,False,True,True,False,False,True,False,False,True,False,False,7
111.0,4,2,2,1250,1,False,True,True,True,True,False,False,True,False,True,True,False,False,7
185.0,3,1,11,1416,1,False,True,True,True,True,False,False,True,False,False,True,False,False,7
163.0,3,2,9,2115,1,False,True,True,True,True,False,True,True,False,True,False,True,True,7
134.0,4,2,8,1598,1,False,True,True,True,True,False,False,False,False,False,False,False,True,7
138.0,4,2,2,1892,1,False,True,True,True,True,False,True,False,False,False,False,True,True,7
90.0,3,2,4,1275,1,False,True,True,True,True,False,False,False,False,False,True,False,True,7
70.0,2,1,7,948,1,False,True,False,True,True,False,False,True,False,False,True,True,False,7
170.0,4,3,4,2153,1,False,False,True,True,True,False,True,True,False,False,True,True,True,7
84.0,3,2,1,979,1,False,False,False,True,True,False,False,True,False,False,False,False,False,7
195.0,3,4,3,2170,2,False,False,True,True,True,False,False,True,False,False,False,False,True,7
70.0,3,1,3,758,1,False,False,False,True,True,False,False,False,False,False,False,False,False,7
46.0,1,1,11,1204,1,False,False,False,True,False,False,False,False,False,False,False,False,True,7
139.0,3,3,5,2470,2,False,True,True,True,True,False,True,False,False,True,True,True,True,7
212.0,5,4,11,2416,4,False,False,False,False,False,True,False,True,False,False,False,False,True,7
174.0,5,3,1,1966,1,False,False,True,False,True,False,False,True,False,False,False,False,False,7
54.0,3,1,2,728,1,False,False,False,False,False,False,False,True,False,False,False,False,False,7
68.0,3,1,10,762,1,False,True,True,False,True,False,False,False,False,True,False,False,False,7
90.0,3,2,3,1067,1,False,True,False,False,True,False,False,True,False,False,False,False,False,7
100.0,3,2,2,1388,1,False,False,False,True,True,False,False,False,False,False,False,False,False,7
82.0,2,1,3,1135,1,False,False,False,True,True,False,False,False,False,False,False,False,False,7
64.0,3,1,11,638,1,False,False,False,True,False,False,False,False,False,False,False,False,False,7
106.0,1,2,3,1507,2,False,True,True,True,True,False,False,True,True,True,False,False,False,7
133.0,1,1,3,1530,3,False,True,True,True,True,False,True,True,False,True,True,True,True,7
115.0,3,2,3,1081,1,False,True,True,True,True,False,False,False,False,False,True,False,False,7
75.0,2,1,2,837,1,False,False,False,False,True,False,False,True,False,False,False,False,False,7
61.0,1,1,5,1067,3,False,True,True,True,True,False,True,False,True,False,False,True,False,7
65.0,3,1,10,717,1,False,False,False,False,True,False,False,True,False,True,False,False,False,7
89.0,3,1,4,1032,1,False,False,True,True,True,False,False,True,False,False,False,False,True,7
91.0,2,2,7,1370,1,False,True,True,True,True,False,True,True,False,False,False,True,True,7
88.0,2,2,10,1009,1,False,True,True,True,True,False,False,False,False,False,True,False,False,7
98.0,2,2,1,1124,1,False,True,True,True,True,False,False,False,False,False,True,False,True,7
172.0,4,2,4,1505,3,False,True,True,True,True,False,False,True,False,False,True,False,True,7
114.0,2,2,1,1287,1,False,True,True,True,True,False,False,True,True,True,False,False,True,7
60.0,2,1,1,833,1,False,False,False,True,True,False,False,False,False,False,False,False,False,7
50.0,0,1,5,1009,3,False,True,True,True,True,False,True,True,False,False,False,True,False,7
95.0,4,2,2,1038,1,False,False,False,True,True,False,False,False,False,False,False,False,False,7
58.0,2,1,1,674,1,False,False,False,False,True,False,False,True,False,False,False,False,False,7
80.0,2,1,10,976,1,False,False,True,True,True,False,False,True,False,True,False,False,False,7
235.0,5,3,1,2374,1,False,True,True,True,True,False,True,True,False,True,False,True,True,7
60.0,2,1,10,780,1,False,False,True,False,True,False,False,False,False,False,False,False,False,7
81.0,3,1,3,1250,1,False,False,True,True,True,False,False,True,False,True,True,False,False,7
95.0,3,1,1,1008,1,False,False,True,False,True,False,False,True,False,True,False,True,False,7
53.0,2,1,1,994,1,False,False,True,True,True,False,False,True,False,False,True,False,False,7
90.0,3,1,4,1094,1,False,True,True,True,True,False,False,False,False,False,True,False,False,7
110.0,4,2,2,1024,1,False,True,True,False,True,False,False,True,True,True,False,False,False,7
87.0,2,1,3,1094,1,False,True,True,True,True,False,False,False,False,True,False,True,False,7
100.0,4,2,1,1195,1,False,True,True,True,True,False,False,True,False,True,False,True,False,7
47.0,1,1,7,1204,1,False,False,True,True,True,False,True,False,False,False,False,True,True,7
97.0,2,2,1,1275,1,False,False,True,True,True,False,False,False,False,False,False,False,False,7
152.0,4,3,8,2012,1,False,True,True,True,True,False,True,False,False,False,True,True,True,7
247.0,4,3,3,2514,1,False,False,True,True,True,False,True,False,False,False,False,True,True,7
290.0,4,4,1,2349,1,False,True,True,True,True,False,True,True,False,False,False,True,True,7
210.0,4,3,2,2458,1,False,False,True,True,True,False,True,False,False,False,False,False,True,7
90.0,3,2,2,1052,1,False,True,False,True,True,False,False,True,False,True,False,False,True,7
60.0,2,1,3,670,1,False,False,True,False,True,False,False,True,True,False,False,False,False,7
65.0,2,1,3,670,1,False,False,True,False,True,False,False,True,True,False,False,False,False,7
60.0,1,1,1,973,1,False,False,True,True,True,False,False,False,False,False,False,False,False,7
323.0,4,3,11,2360,4,False,False,False,False,False,True,True,False,False,False,False,False,False,7
90.0,3,2,1,1346,1,False,False,True,True,True,False,False,True,False,False,False,False,True,7
125.0,3,2,6,1197,2,False,True,True,True,True,False,False,True,False,False,True,True,True,7
119.0,2,2,1,1747,1,False,True,True,True,True,False,True,False,False,False,False,True,True,7
56.0,2,1,6,913,1,False,False,False,True,True,False,False,True,False,False,True,True,False,7
210.0,4,3,1,2402,1,False,False,False,True,True,False,True,False,False,True,False,True,True,7
145.0,4,2,3,1724,1,False,True,True,True,True,False,False,True,False,True,False,False,False,7
67.0,3,1,10,701,1,False,False,True,True,True,False,False,False,False,True,False,False,False,7
80.0,3,1,10,913,1,False,False,True,True,True,False,False,False,False,False,True,False,False,7
100.0,3,2,4,991,1,False,True,True,True,True,False,False,True,False,False,False,False,False,7
62.0,2,1,1,1052,1,False,False,True,True,True,False,False,False,True,False,False,False,False,7
51.0,1,1,1,1220,1,False,True,True,True,True,False,True,False,False,False,False,True,True,7
58.0,2,1,11,795,1,False,False,False,False,False,False,False,True,False,False,False,False,False,7
47.0,2,1,10,650,1,False,True,True,True,True,False,False,False,False,True,False,False,False,7
63.0,1,1,1,1078,1,False,True,True,True,True,False,True,False,False,True,True,True,False,7
177.0,3,2,1,2012,1,False,True,True,True,True,False,True,False,False,True,False,False,False,7
70.0,3,1,1,755,1,False,False,False,True,True,False,False,True,False,False,False,False,False,7
71.0,3,1,2,769,1,False,False,False,False,True,False,False,True,False,False,False,False,False,7
60.0,2,1,5,850,1,False,False,True,True,True,False,False,False,False,False,False,False,False,7
265.0,5,4,11,2457,1,False,False,False,True,False,False,True,False,False,False,False,True,False,7
90.0,3,2,3,1067,1,False,True,False,False,True,False,False,True,False,False,False,False,False,7
118.0,2,3,5,1485,2,False,True,True,True,True,False,True,False,False,True,False,False,True,7
65.0,3,1,3,833,1,False,False,True,True,True,False,False,True,False,False,False,False,False,7
58.0,3,1,4,740,1,False,True,True,False,True,False,False,False,False,False,False,False,False,7
35.0,1,1,3,884,1,False,True,True,True,True,False,False,False,False,True,True,False,False,7
148.0,5,2,10,884,1,False,False,False,True,True,False,False,False,False,False,False,False,False,7
70.0,3,1,11,907,1,False,False,True,True,False,False,False,True,False,False,False,False,False,7
79.0,2,2,3,1108,1,False,False,False,False,True,False,False,False,True,True,False,False,False,7
70.0,3,2,1,910,2,False,False,True,True,False,False,False,False,False,False,False,False,False,7
78.0,2,1,4,1187,1,False,False,True,True,True,False,False,False,False,False,False,False,False,7
68.0,3,1,10,740,1,False,False,False,True,True,False,False,False,False,False,False,False,False,7
77.0,3,1,4,868,1,False,False,False,True,True,False,False,False,False,False,False,False,False,7
65.0,3,1,3,755,1,False,False,False,True,True,False,False,True,False,False,False,False,False,7
60.0,2,1,2,715,1,False,False,False,False,True,False,False,True,False,False,False,False,False,7
50.0,2,1,6,798,1,False,False,True,True,True,False,False,True,False,False,False,False,False,7
55.0,1,1,2,1094,1,False,True,True,True,True,False,False,False,False,False,False,False,True,7
75.0,3,2,3,851,1,False,False,False,False,True,False,False,True,False,False,False,False,False,7
44.0,2,1,10,646,1,False,False,True,False,True,False,False,False,False,False,False,False,False,7
125.0,4,1,2,1633,1,False,False,True,False,True,False,False,False,False,True,False,False,True,7
65.0,3,1,3,755,1,False,False,True,True,True,False,False,True,False,False,False,False,False,7
255.0,4,3,4,1900,3,False,False,False,True,True,False,True,True,False,False,False,True,False,7
63.0,3,1,3,979,1,False,True,True,True,True,False,False,False,False,False,False,False,False,7
63.0,2,1,3,833,1,False,True,False,False,True,False,False,False,True,False,False,False,False,7
59.0,2,1,1,682,1,False,False,True,False,True,False,False,False,False,False,False,False,False,7
67.0,3,1,4,833,1,False,True,False,False,False,False,False,True,False,False,False,False,False,7
110.0,4,2,2,1320,1,False,False,True,True,True,False,False,True,True,True,False,True,False,7
55.0,2,1,3,1197,1,False,True,True,False,True,False,True,True,False,True,False,True,False,7
77.0,2,1,2,994,1,False,True,True,True,True,False,False,True,False,True,False,False,False,7
105.0,3,2,7,1989,1,False,True,True,True,True,False,True,True,False,False,True,False,True,7
67.0,1,1,1,913,1,False,True,True,True,True,False,False,False,False,False,False,False,False,7
95.0,2,2,6,1664,2,False,True,True,True,True,False,True,True,False,False,False,True,True,7
90.0,2,2,5,1496,1,False,True,True,True,True,False,True,False,False,True,True,True,True,7
150.0,2,2,10,1839,1,False,True,True,True,True,False,False,False,False,True,True,True,True,7
93.0,3,2,1,1508,1,False,True,True,True,True,False,False,True,False,False,False,False,False,7
78.0,3,2,4,1038,1,False,True,False,False,False,False,False,False,False,False,False,False,False,7
50.0,2,1,10,666,1,False,True,True,False,True,False,False,False,False,False,False,False,False,7
123.0,4,1,2,1213,1,False,True,False,True,True,False,False,True,False,False,False,True,False,7
134.0,4,2,8,1621,1,False,True,True,True,True,False,False,False,False,False,False,False,True,7
109.0,4,2,4,1119,1,False,False,False,True,True,False,False,True,False,False,False,False,False,7
60.0,3,1,5,868,1,False,False,False,True,True,False,False,True,False,False,False,False,False,7
152.0,4,3,8,2012,1,False,True,True,True,True,False,True,False,False,True,True,True,True,7
81.0,2,1,1,1178,1,False,False,True,True,True,False,True,False,False,False,False,True,False,7
80.0,2,2,3,1108,1,False,True,False,True,True,False,False,True,False,False,False,False,True,7
65.0,1,1,3,1200,3,False,True,True,True,True,False,False,True,False,True,False,True,True,7
74.0,2,1,1,861,1,False,False,True,True,False,False,False,True,False,False,True,False,False,7
130.0,4,2,3,1816,1,False,True,True,True,True,False,False,True,False,False,False,True,True,7
110.0,0,2,4,1439,2,False,True,True,True,True,False,True,False,True,False,True,False,True,7
82.0,3,1,2,964,1,False,False,True,False,False,False,False,False,False,False,True,False,False,7
70.0,2,1,4,913,1,False,False,False,True,True,False,False,True,False,False,False,False,False,7
160.0,4,3,1,2076,1,False,False,True,True,True,False,True,True,False,True,False,True,False,7
80.0,2,2,3,1346,1,False,True,True,True,True,False,False,False,True,False,True,False,False,7
197.0,3,2,2,2517,1,False,True,True,True,True,False,True,True,False,False,False,True,True,7
69.0,2,1,3,1123,1,False,False,False,False,False,False,False,False,False,False,False,False,False,7
180.0,4,3,10,1667,1,False,True,True,True,True,False,False,False,False,True,True,True,False,7
143.0,4,2,7,2230,1,False,True,True,True,True,False,True,False,False,True,False,True,True,7
49.0,1,1,11,617,1,False,False,False,False,False,False,False,False,False,False,False,False,False,7
70.0,2,1,3,1174,1,False,True,True,True,True,False,False,True,False,True,False,False,False,7
32.0,1,1,10,583,1,False,True,False,True,True,False,False,False,False,False,False,False,False,7
70.0,2,1,3,994,1,False,False,True,True,True,False,False,False,False,False,False,False,False,7
65.0,2,2,3,884,1,False,True,True,False,True,False,False,True,False,False,False,False,False,7
75.0,2,1,5,976,1,False,True,False,True,True,False,False,False,False,False,False,False,False,7
40.0,1,1,10,833,1,False,True,False,False,True,False,False,False,False,False,False,False,False,7
103.0,2,1,1,1092,2,False,False,True,True,True,False,False,False,False,False,False,False,True,7
60.0,2,1,4,901,1,False,True,False,False,True,False,False,True,False,False,False,False,False,7
54.0,1,1,4,1135,1,False,True,True,True,True,False,True,False,False,True,False,True,True,7
65.0,2,1,2,1067,1,False,False,True,True,True,False,False,False,False,False,False,False,False,7
