title,sq_mt_built,n_rooms,n_bathrooms,floor,rent_price,buy_price,house_type_id,is_renewal_needed,is_new_development,has_ac,has_fitted_wardrobes,has_lift,is_exterior,has_garden,has_pool,has_terrace,has_balcony,has_storage_room,is_accessible,has_green_zones,energy_certificate,has_parking,Neighborhood_code,Neighborhood_name,District_code,District_name
Piso en venta en Las Tablas,92.0,3,2,4,1553,450000,Pisos,False,False,True,False,True,True,False,True,False,False,True,False,True,no indicado,True,51, Las Tablas,8, Fuencarral
 Casa o chalet independiente en venta en Mirasierra,630.0,6,5,Otro,-98610,2475000,Casa o chalet,False,False,True,True,False,False,True,True,True,True,True,False,False,en trámite,True,56, Mirasierra,8, Fuencarral
Piso en venta en Montecarmelo,128.0,3,2,Bajo,1966,630000,Pisos,False,False,True,True,True,True,False,True,False,False,True,False,True,en trámite,True,52, Montecarmelo,8, Fuencarral
Piso en venta en La Paz,124.0,3,2,6,1712,520000,Pisos,True,False,False,True,True,True,False,False,True,False,True,False,True,en trámite,True,50, La Paz,8, Fuencarral
Piso en venta en calle Grañón,80.0,2,2,4,1435,398000,Pisos,False,False,True,True,True,True,False,True,False,False,True,True,True,en trámite,True,51, Las Tablas,8, Fuencarral
Piso en venta en MELCHOR FERNANDEZ ALMAGRO,142.0,4,2,5,1827,570000,Pisos,False,False,True,True,True,True,False,True,True,False,True,False,True,en trámite,True,50, La Paz,8, Fuencarral
 Chalet pareado en venta en Peñagrande,484.0,6,4,Otro,2497,920000,Casa o chalet,False,False,False,True,False,False,True,False,False,False,False,False,False,en trámite,True,53, Peñagrande,8, Fuencarral
 Chalet adosado en venta en Peñagrande,488.0,6,5,Otro,2514,990000,Casa o chalet,False,False,True,True,False,False,True,True,False,False,False,False,False,en trámite,True,53, Peñagrande,8, Fuencarral
Piso en venta en Pilar,215.0,5,3,9,2203,735000,Pisos,False,False,True,True,True,True,False,True,False,False,True,False,True,en trámite,False,54, Pilar,8, Fuencarral
 Chalet adosado en venta en calle Monasterio de El Paular,285.0,5,3,Otro,2457,1050000,Casa o chalet,False,False,True,True,False,False,True,True,True,False,False,False,False,B,True,52, Montecarmelo,8, Fuencarral
Piso en venta en La Paz,220.0,5,5,5,2510,998000,Pisos,False,False,True,True,True,True,False,True,True,False,True,False,False,E,True,50, La Paz,8, Fuencarral
Piso en venta en Fuentelarreina,241.0,5,5,2,2470,890000,Pisos,False,False,True,True,True,True,False,True,False,False,True,False,True,en trámite,True,49, Fuentelarreina,8, Fuencarral
Piso en venta en calle de Ramón Gómez de la Serna,120.0,4,2,8,1530,440000,Pisos,False,False,False,True,True,True,False,True,True,False,True,False,True,en trámite,True,53, Peñagrande,8, Fuencarral
Piso en venta en La Paz,220.0,4,2,2,2510,998000,Pisos,False,False,True,True,True,True,False,True,True,False,True,False,True,en trámite,True,50, La Paz,8, Fuencarral
"Piso en venta en Urb. si, Fuentelarreina",293.0,5,4,2,2512,995000,Pisos,False,False,True,True,True,True,False,True,True,False,True,True,True,en trámite,True,49, Fuentelarreina,8, Fuencarral
Piso en venta en calle de Pedro Rico,104.0,3,2,1,1610,475000,Pisos,False,False,True,True,False,True,False,True,True,False,False,False,False,en trámite,False,50, La Paz,8, Fuencarral
 Chalet adosado en venta en Peñagrande,500.0,6,5,Otro,2374,1090000,Casa o chalet,False,False,True,True,False,False,True,True,True,False,False,False,False,D,True,53, Peñagrande,8, Fuencarral
 Casa o chalet independiente en venta en Mirasierra,682.0,5,5,Otro,-425334,3300000,Casa o chalet,False,False,True,False,False,False,True,True,True,True,True,False,False,D,True,56, Mirasierra,8, Fuencarral
 Casa o chalet independiente en venta en Mirasierra,319.0,5,3,Otro,-6992,1650000,Casa o chalet,False,False,False,True,False,False,True,True,False,False,False,False,False,en trámite,False,56, Mirasierra,8, Fuencarral
 Chalet adosado en venta en Mirasierra,380.0,4,4,Otro,712,1330000,Casa o chalet,False,False,True,True,False,False,True,True,True,False,False,False,False,E,False,56, Mirasierra,8, Fuencarral
 Casa o chalet independiente en venta en Mirasierra,554.0,6,5,Otro,-87319,2420000,Casa o chalet,True,False,True,True,False,False,True,True,True,True,True,False,False,A,True,56, Mirasierra,8, Fuencarral
 Casa o chalet independiente en venta en Mirasierra,462.0,6,5,Otro,-2333,1500000,Casa o chalet,False,False,False,False,False,False,True,False,False,False,False,False,False,D,True,56, Mirasierra,8, Fuencarral
 Chalet pareado en venta en Peñagrande,322.0,5,5,Otro,2457,1050000,Casa o chalet,False,False,True,True,False,False,True,True,True,True,True,False,False,A,True,53, Peñagrande,8, Fuencarral
Piso en venta en calle de la Virgen de Aránzazu,80.0,3,1,8,994,225000,Pisos,False,False,False,True,True,True,False,False,True,False,False,False,False,en trámite,False,55, Tres Olivos,8, Fuencarral
Piso en venta en Mirasierra,215.0,4,3,2,2360,815000,Pisos,False,False,False,True,True,True,False,True,True,True,True,False,True,C,True,56, Mirasierra,8, Fuencarral
 Casa o chalet independiente en venta en avenida del Cardenal Herrera Oria,202.0,6,1,Otro,1897,600000,Casa o chalet,False,False,True,False,False,False,False,False,True,False,False,False,False,en trámite,False,53, Peñagrande,8, Fuencarral
" Chalet adosado en venta en calle Gascones, 3",560.0,6,5,Otro,2514,990000,Casa o chalet,False,False,True,True,False,False,True,True,True,True,True,True,False,D,True,53, Peñagrande,8, Fuencarral
Piso en venta en calle Grañón,93.0,2,2,1,1368,369000,Pisos,False,False,True,True,True,True,False,True,False,False,True,True,True,no indicado,True,51, Las Tablas,8, Fuencarral
"Ático en venta en mirallos, 14",202.0,3,2,5,2048,665562,Áticos,False,False,True,True,True,True,False,True,True,False,True,True,True,E,True,51, Las Tablas,8, Fuencarral
Dúplex en venta en Peñagrande,265.0,4,4,3,2386,830000,Dúplex,False,False,False,True,True,True,False,True,True,False,True,False,True,E,True,53, Peñagrande,8, Fuencarral
 Casa o chalet independiente en venta en Peñagrande,96.0,3,1,Otro,1508,430000,Casa o chalet,True,False,False,True,False,False,True,True,False,False,False,False,False,en trámite,False,53, Peñagrande,8, Fuencarral
 Chalet adosado en venta en Peñagrande,393.0,6,5,Otro,2516,978000,Casa o chalet,False,False,True,True,False,False,True,True,False,False,False,False,False,en trámite,True,53, Peñagrande,8, Fuencarral
 Casa o chalet independiente en venta en Mirasierra,702.0,6,5,Otro,-93355,2450000,Casa o chalet,False,False,True,True,False,False,True,True,True,False,True,False,False,en trámite,True,56, Mirasierra,8, Fuencarral
Piso en venta en Las Tablas,122.0,3,2,3,1779,549000,Pisos,False,False,True,False,True,True,False,False,True,False,True,False,False,no indicado,True,51, Las Tablas,8, Fuencarral
Piso en venta en calle Monasterio de Liébana,111.0,3,2,3,1667,500000,Pisos,False,False,False,True,True,True,False,True,False,False,True,False,True,en trámite,True,52, Montecarmelo,8, Fuencarral
Piso en venta en calle Monasterio de Guadalupe,102.0,3,2,1,1655,495000,Pisos,False,False,False,True,True,True,False,True,False,False,True,False,True,en trámite,True,52, Montecarmelo,8, Fuencarral
Piso en venta en Mirasierra,170.0,4,3,4,2234,750000,Pisos,False,False,False,True,True,True,False,True,True,False,True,False,True,en trámite,True,56, Mirasierra,8, Fuencarral
Piso en venta en Mirasierra,212.0,5,3,2,2360,815000,Pisos,False,False,False,True,True,True,False,True,True,False,True,False,True,en trámite,True,56, Mirasierra,8, Fuencarral
 Chalet adosado en venta en Mirasierra,430.0,5,5,Otro,773,1325000,Casa o chalet,False,False,True,True,False,False,True,True,True,False,False,False,False,en trámite,True,56, Mirasierra,8, Fuencarral
Piso en venta en La Paz,157.0,4,2,9,1885,595000,Pisos,False,False,False,True,True,True,False,True,False,False,False,False,True,en trámite,False,50, La Paz,8, Fuencarral
 Casa o chalet independiente en venta en Mirasierra,587.0,6,5,Otro,-1225,1450000,Casa o chalet,False,False,False,True,False,False,True,True,True,False,True,False,False,en trámite,True,56, Mirasierra,8, Fuencarral
 Chalet adosado en venta en Tres Olivos - Valverde,250.0,4,3,Otro,2245,755000,Casa o chalet,False,False,False,True,False,False,True,False,False,False,True,False,False,en trámite,True,55, Tres Olivos,8, Fuencarral
 Chalet pareado en venta en Peñagrande,317.0,5,4,Otro,2452,875000,Casa o chalet,False,False,False,False,False,False,True,False,False,False,False,False,False,B,True,53, Peñagrande,8, Fuencarral
Piso en venta en Peñagrande,123.0,3,1,Bajo,1393,380000,Pisos,False,False,True,True,True,True,False,False,True,False,True,False,True,en trámite,True,53, Peñagrande,8, Fuencarral
 Chalet pareado en venta en Mirasierra,480.0,5,5,Otro,-221,1395000,Casa o chalet,False,False,True,False,False,False,True,True,False,False,False,False,False,E,True,56, Mirasierra,8, Fuencarral
Piso en venta en calle de la Isla Trinidad,150.0,4,2,Bajo,1425,394000,Pisos,False,False,True,True,True,True,False,False,False,False,True,False,False,en trámite,False,55, Tres Olivos,8, Fuencarral
 Casa o chalet independiente en venta en Tres Olivos - Valverde,460.0,6,4,Otro,-2096,1490000,Casa o chalet,False,False,True,True,False,False,True,True,False,False,True,False,False,en trámite,True,55, Tres Olivos,8, Fuencarral
Piso en venta en avenida del Monasterio de El Escorial,93.0,2,2,1,1405,385000,Pisos,False,False,True,True,True,True,False,True,False,False,True,False,False,en trámite,True,52, Montecarmelo,8, Fuencarral
Piso en venta en calle Sangenjo,108.0,3,2,9,1474,415000,Pisos,False,False,False,True,True,True,False,True,True,False,False,False,True,en trámite,False,50, La Paz,8, Fuencarral
Piso en venta en Peñagrande,94.0,2,2,5,1462,410000,Pisos,False,False,True,True,True,True,False,True,False,False,True,False,True,no indicado,True,53, Peñagrande,8, Fuencarral
